"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib;aff;ghm;ponder;ponder_cn;dms;pct_rea;pct_si;pct_sc;age_moy;age_med;pct_homme;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/18 15:15:08";="020000022";20Z042 Ethylisme avec dépendance, niveau 2;0;20Z042;1;1;6;0;0;0;70;70;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:08";="020000022";23M06T Autres facteurs influant sur l'état de santé, très courte durée;0;23M06T;1;1;1;0;0;0;96;96;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/22 19:10:05";="590782439";04M073 Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 3;0;04M073;7;7;8.5714285714;0;0;0;83.857142857;86;42.857142857;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:05";="590782439";04M072 Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 2;0;04M072;5;5;7.8;0;0;0;76.4;89;60;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:05";="590782439";04M07T Transferts et autres séjours courts pour infections et inflammations respiratoires, âge supérieur à 17 ans;0;04M07T;2;2;0;0;0;0;48;48;50;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:05";="590782439";05M13T Douleurs thoraciques, très courte durée;0;05M13T;2;2;0;0;0;0;45;45;50;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:05";="590782439";01M082 Maladies dégénératives du système nerveux, âge inférieur à 80 ans, niveau 2;0;01M082;1;1;14;0;0;0;74;74;100;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:05";="590782439";05M054 Syncopes et lipothymies, niveau 4;0;05M054;1;1;8;0;0;0;84;84;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:05";="590782439";08M042 Fractures de la hanche et du bassin, niveau 2;0;08M042;1;1;9;0;0;0;83;83;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:05";="590782439";09M053 Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 3;0;09M053;1;1;10;0;0;0;71;71;100;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:05";="590782439";11M02T Lithiases urinaires, très courte durée;0;11M02T;1;1;1;0;0;0;48;48;100;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:05";="590782439";18M033 Maladies virales, âge supérieur à 17 ans, niveau 3;0;18M033;1;1;7;0;0;0;90;90;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/23 11:55:02";="590049565";23Z02Z Soins Palliatifs, avec ou sans acte;0;23Z02Z;7;7;34.142857143;0;0;0;72.142857143;68;71.428571429;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";04M073 Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 3;0;04M073;27;27;11;0;3.7037037037;0;82.111111111;84;40.740740741;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";04M072 Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 2;0;04M072;12;12;7.5;0;0;0;78;80.5;58.333333333;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";04M07T Transferts et autres séjours courts pour infections et inflammations respiratoires, âge supérieur à 17 ans;0;04M07T;10;10;0.1;0;0;0;69;75;60;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";04M074 Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 4;0;04M074;9;9;21;33.333333333;0;0;79.888888889;85;88.888888889;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";18M03T Maladies virales, âge supérieur à 17 ans, très courte durée;0;18M03T;4;4;0;0;0;0;50.5;41;75;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";11M044 Infections des reins et des voies urinaires, âge supérieur à 17 ans, niveau 4;0;11M044;3;3;16;0;0;0;86.333333333;87;33.333333333;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";18M033 Maladies virales, âge supérieur à 17 ans, niveau 3;0;18M033;3;3;16.666666667;0;0;0;86;89;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";04M134 Oedème pulmonaire et détresse respiratoire, niveau 4;0;04M134;2;2;24.5;100;0;0;80;80;50;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";05M093 Insuffisances cardiaques et états de choc circulatoire, niveau 3;0;05M093;2;2;32;50;0;0;87.5;87.5;50;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";06M094 Autres affections digestives, âge supérieur à 17 ans, niveau 4;0;06M094;2;2;26;100;0;0;73;73;100;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";01M184 Lésions traumatiques intracrâniennes sévères, niveau 4;0;01M184;1;1;27;100;0;0;72;72;100;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";04M071 Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 1;0;04M071;1;1;2;100;0;0;55;55;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";04M093 Tumeurs de l'appareil respiratoire, niveau 3;0;04M093;1;1;15;0;0;0;77;77;100;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";05M052 Syncopes et lipothymies, niveau 2;0;05M052;1;1;9;0;0;0;68;68;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";08C224 Interventions pour reprise de prothèses articulaires, niveau 4;0;08C224;1;1;36;0;0;0;80;80;100;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";08C472 Prothèses de hanche pour traumatismes récents, niveau 2;0;08C472;1;1;12;0;0;0;84;84;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";08C492 Interventions sur la hanche et le fémur pour traumatismes récents, âge supérieur à 17 ans, niveau 2;0;08C492;1;1;10;0;0;0;95;95;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";08M103 Maladies osseuses et arthropathies spécifiques, niveau 3;0;08M103;1;1;13;0;0;0;85;85;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";08M373 Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 3;0;08M373;1;1;23;0;0;0;80;80;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";11M043 Infections des reins et des voies urinaires, âge supérieur à 17 ans, niveau 3;0;11M043;1;1;15;0;0;0;75;75;100;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:44";="020000253";Autres;1;Autres;18;18;13.722222222;22.222222222;0;5.5555555556;66.015981735;71.5;50;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";04M07T Transferts et autres séjours courts pour infections et inflammations respiratoires, âge supérieur à 17 ans;0;04M07T;11;11;0.3636363636;0;0;0;70.636363636;83;27.272727273;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";04M073 Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 3;0;04M073;6;6;10.833333333;0;0;16.666666667;75.333333333;76;66.666666667;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";04M071 Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 1;0;04M071;3;3;2;0;0;0;83;86;66.666666667;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";04M072 Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 2;0;04M072;3;3;4.3333333333;0;0;0;89;88;66.666666667;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";07M022 Affections des voies biliaires, niveau 2;0;07M022;2;2;5;0;0;0;76;76;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";08C472 Prothèses de hanche pour traumatismes récents, niveau 2;0;08C472;2;2;12;0;0;0;67;67;50;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";08C493 Interventions sur la hanche et le fémur pour traumatismes récents, âge supérieur à 17 ans, niveau 3;0;08C493;2;2;25;0;50;0;71.5;71.5;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";08M192 Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, niveau 2;0;08M192;2;2;4.5;0;0;0;84.5;84.5;50;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";18M033 Maladies virales, âge supérieur à 17 ans, niveau 3;0;18M033;2;2;4.5;0;0;0;82.5;82.5;50;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";20Z051 Ethylisme aigu, niveau 1;0;20Z051;2;2;1;0;0;0;55;55;100;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";23M20T Autres symptômes et motifs de recours aux soins de la CMD 23, très courte durée;0;23M20T;2;2;1;0;0;0;84;84;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";05M09T Insuffisances cardiaques et états de choc circulatoire, très courte durée;0;05M09T;1;1;1;0;0;0;94;94;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";06C043 Interventions majeures sur l'intestin grêle et le côlon, niveau 3;0;06C043;1;1;45;0;0;0;76;76;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";07C122 Autres interventions sur les voies biliaires sauf cholécystectomies isolées, niveau 2;0;07C122;1;1;5;0;0;0;77;77;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";08M053 Fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur, niveau 3;0;08M053;1;1;28;0;0;0;88;88;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";08M19T Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, très courte durée;0;08M19T;1;1;1;0;0;0;98;98;100;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";08M29T Autres pathologies rachidiennes relevant d'un traitement médical, très courte durée;0;08M29T;1;1;1;0;0;0;89;89;100;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";08M37T Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, très courte durée;0;08M37T;1;1;1;0;0;0;91;91;100;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";09M05T Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, très courte durée;0;09M05T;1;1;1;0;0;0;88;88;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";11C111 Interventions par voie transurétrale ou transcutanée pour lithiases urinaires, niveau 1;0;11C111;1;1;1;0;0;0;92;92;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:56";="620003376";Autres;1;Autres;20;20;10.35;0;5;20;69.9;68.5;60;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";04M073 Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 3;0;04M073;37;37;11.27027027;5.4054054054;8.1081081081;2.7027027027;79.72972973;84;43.243243243;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";18M033 Maladies virales, âge supérieur à 17 ans, niveau 3;0;18M033;16;16;14.6875;0;6.25;0;81.125;83;62.5;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";04M072 Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 2;0;04M072;8;8;6;0;0;0;74.125;75;50;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";04M074 Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 4;0;04M074;7;7;36.285714286;14.285714286;14.285714286;14.285714286;81.428571429;87;57.142857143;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";04M07T Transferts et autres séjours courts pour infections et inflammations respiratoires, âge supérieur à 17 ans;0;04M07T;5;5;0.8;0;0;0;57.8;61;80;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";18M021 Maladies virales et fièvres d'étiologie indéterminée, âge inférieur à 18 ans, niveau 1;0;18M021;5;5;1.2;0;0;20;1.7539726027;0.2;80;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";18M03T Maladies virales, âge supérieur à 17 ans, très courte durée;0;18M03T;5;5;0.6;0;0;0;79.2;80;80;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";01M303 Accidents vasculaires intracérébraux non transitoires, niveau 3;0;01M303;4;4;18;0;75;0;71.25;72.5;25;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";04M071 Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 1;0;04M071;3;3;2;0;33.333333333;0;81.333333333;77;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";04M203 Bronchopneumopathies chroniques surinfectées, niveau 3;0;04M203;3;3;10.666666667;0;66.666666667;0;66.333333333;63;33.333333333;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";06M033 Autres gastroentérites et maladies diverses du tube digestif, âge supérieur à 17 ans, niveau 3;0;06M033;3;3;23;0;0;0;85.666666667;85;66.666666667;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";06M043 Hémorragies digestives, niveau 3;0;06M043;3;3;12.333333333;0;33.333333333;0;83;87;33.333333333;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";23Z02Z Soins Palliatifs, avec ou sans acte;0;23Z02Z;3;3;7.3333333333;0;0;0;62;65;100;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";01M304 Accidents vasculaires intracérébraux non transitoires, niveau 4;0;01M304;2;2;25;0;50;0;74.5;74.5;100;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";05M083 Arythmies et troubles de la conduction cardiaque, niveau 3;0;05M083;2;2;7.5;0;0;0;79;79;50;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";06M053 Autres tumeurs malignes du tube digestif, niveau 3;0;06M053;2;2;8.5;0;0;0;86;86;100;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";07M022 Affections des voies biliaires, niveau 2;0;07M022;2;2;6;0;0;0;60;60;50;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";11C111 Interventions par voie transurétrale ou transcutanée pour lithiases urinaires, niveau 1;0;11C111;2;2;1.5;0;0;0;73.5;73.5;50;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";14Z16Z Faux travail et menaces d'accouchements prématurés;0;14Z16Z;2;2;7;0;0;0;36;36;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";18M022 Maladies virales et fièvres d'étiologie indéterminée, âge inférieur à 18 ans, niveau 2;0;18M022;2;2;5;0;0;0;0.1191780822;0.1191780822;50;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:02";="620101337";Autres;1;Autres;102;102;12.421568627;8.8235294118;13.725490196;9.8039215686;60.170024174;72;50.980392157;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 14:47:00";="800000077";04M033 Bronchites et asthme, âge supérieur à 17 ans, niveau 3;0;04M033;2;2;10;0;0;0;81;81;50;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:00";="800000077";05M093 Insuffisances cardiaques et états de choc circulatoire, niveau 3;0;05M093;2;2;11.5;0;0;0;84;84;50;2023.7;X800000077;25AUG23;14:46:27
